ID,Revision,Text,Location,Section,Context,Actor,Voice Actor,Old Revision,Old Text,Old Translation,New Translation,Gender,Status,Warnings,Non-critical warnings,Lua Revision: 200231 Assets Revision: 33787
1000038,194283,Textures,CommonLua/Core/EngineOptions.lua(00791),,,,,,,,材質,,OK,,
1000039,194283,Choose the level of detail for textures,CommonLua/Core/EngineOptions.lua(00791),,options dialog tooltip,,,,,,選擇材質細節等級,,OK,,
1000040,194283,Shadows,CommonLua/Core/EngineOptions.lua(00794),,,,,,,,陰影,,OK,,
1000041,194283,Choose the quality of shadows,CommonLua/Core/EngineOptions.lua(00794),,options dialog tooltip,,,,,,選擇陰影品質,,OK,,
1000042,194283,Water Quality,CommonLua/Core/EngineOptions.lua(00797),,,,,,,,水面品質,,OK,,
1000043,194283,Choose quality of water in the game,CommonLua/Core/EngineOptions.lua(00797),,options dialog tooltip,,,,,,選擇水面品質,,OK,,
1000044,194283,Grass,CommonLua/Core/EngineOptions.lua(00800),,,,,,,,草地,,OK,,
1000045,194283,Turn off for better performance,CommonLua/Core/EngineOptions.lua(00800),,options dialog tooltip,,,,,,關閉以提升效能,,OK,,
1000046,194283,Terrain,CommonLua/Core/EngineOptions.lua(00803),,,,,,,,地形,,OK,,
1000047,194283,Choose the terrain quality,CommonLua/Core/EngineOptions.lua(00803),,options dialog tooltip,,,,,,選擇地形品質,,OK,,
1000048,194283,Clouds,CommonLua/Core/EngineOptions.lua(00806),,,,,,,,雲層,,OK,,
1000049,194283,Enable or disable the clouds,CommonLua/Core/EngineOptions.lua(00806),,options dialog tooltip,,,,,,開啟或關閉雲層,,OK,,
1000050,194283,Cloud Shadows,CommonLua/Core/EngineOptions.lua(00809),,,,,,,,雲層陰影,,OK,,
1000051,194283,Enable or disable the shadow from the clouds,CommonLua/Core/EngineOptions.lua(00809),,options dialog tooltip,,,,,,開啟或關閉雲層陰影,,OK,,
1000052,194283,Difficulty,CommonLua/Core/EngineOptions.lua(00814),,,,,,,,難度,,OK,,
1000053,194283,Select the game difficulty level,CommonLua/Core/EngineOptions.lua(00814),,,,,,,,選擇遊戲難度,,OK,,
1000054,194283,Master Volume,CommonLua/Core/EngineOptions.lua(00819),,,,,,,,主音量,,OK,,
1000055,194283,Set percent for all volumes,CommonLua/Core/EngineOptions.lua(00819),,options dialog tooltip,,,,,,設置全局音量大小,,OK,,
1000056,194283,Sound Effects Volume,CommonLua/Core/EngineOptions.lua(00822),,,,,,,,音效音量,,OK,,
1000057,194283,Set the volume of sound effects,CommonLua/Core/EngineOptions.lua(00822),,options dialog tooltip,,,,,,設置音效音量大小,,OK,,
1000058,194283,Voice Volume,CommonLua/Core/EngineOptions.lua(00825),,,,,,,,語音音量,,OK,,
1000059,194283,Set the volume of voice messages,CommonLua/Core/EngineOptions.lua(00825),,options dialog tooltip,,,,,,設置語音音量大小,,OK,,
1000060,194283,Music Volume,CommonLua/Core/EngineOptions.lua(00828),,,,,,,,音樂音量,,OK,,
1000061,194283,Set the volume of the background music,CommonLua/Core/EngineOptions.lua(00828),,options dialog tooltip,,,,,,設置背景音樂音量大小,,OK,,
1000062,194283,Ambience Volume,CommonLua/Core/EngineOptions.lua(00831),,,,,,,,環境音量,,OK,,
1000063,194283,Set the volume of the ambient sounds,CommonLua/Core/EngineOptions.lua(00831),,options dialog tooltip,,,,,,設置環境音量大小,,OK,,
1000064,194283,Scroll Speed,CommonLua/Core/EngineOptions.lua(00836),,,,,,,,捲動速度,,OK,,
1000065,194283,Set the view scrolling speed,CommonLua/Core/EngineOptions.lua(00836),,options dialog tooltip,,,,,,設置鏡頭移動速度,,OK,,
1000066,194283,Invert Mouse Wheel,CommonLua/Core/EngineOptions.lua(00839),,,,,,,,反轉滑鼠滾輪,,OK,,
1000067,194283,Invert the zoom direction of the mouse wheel,CommonLua/Core/EngineOptions.lua(00839),,options dialog tooltip,,,,,,顛倒滑鼠滾輪的縮放方向,,OK,,
1000068,194283,Invert Look,CommonLua/Core/EngineOptions.lua(00842),,,,,,,,反轉鏡頭,,OK,,
1000069,194283,Invert the camera tilt direction with the controller,CommonLua/Core/EngineOptions.lua(00842),,options dialog tooltip,,,,,,顛倒手把的鏡頭控制方向,,OK,,
1000070,194283,Invert Rotation,CommonLua/Core/EngineOptions.lua(00845),,,,,,,,反轉鏡頭旋轉,,OK,,
1000071,194283,Invert the camera rotation direction,CommonLua/Core/EngineOptions.lua(00845),,options dialog tooltip,,,,,,顛倒鏡頭的旋轉方向,,OK,,
1000072,194283,Subtitles,CommonLua/Core/EngineOptions.lua(00848),,,,,,,,字幕,,OK,,
1000073,194283,Display subtitles for in-game video,CommonLua/Core/EngineOptions.lua(00848),,options dialog tooltip,,,,,,顯示影片字幕,,OK,,
1000074,194283,Colorblind Mode,CommonLua/Core/EngineOptions.lua(00851),,,,,,,,色盲模式,,OK,,
1000075,194283,Colorblind mode,CommonLua/Core/EngineOptions.lua(00851),,options dialog tooltip,,,,,,色盲模式,,OK,,
1000489,198919,Camera Shake,CommonLua/Core/EngineOptions.lua(00854),,,,,,,,鏡頭晃動,,OK,,
1000490,198919,Camera Shake,CommonLua/Core/EngineOptions.lua(00854),,,,,,,,鏡頭晃動,,OK,,
1000076,194283,Brightness,CommonLua/Core/EngineOptions.lua(00857),,,,,,,,亮度,,OK,,
1000077,194283,Brightness,CommonLua/Core/EngineOptions.lua(00857),,options dialog tooltip,,,,,,亮度,,OK,,
1000078,194283,Effects,CommonLua/Core/EngineOptions.lua(00861),,,,,,,,特效,,OK,,
1000079,194959,Set the level of particle effects for both the hero and the enemies,CommonLua/Core/EngineOptions.lua(00861),,options dialog tooltip,,,,,,設置主角和敵人的粒子特效等級,,OK,,
1000080,194283,Lights,CommonLua/Core/EngineOptions.lua(00864),,,,,,,,光源,,OK,,
1000081,194959,Set the lights to low for better performance,CommonLua/Core/EngineOptions.lua(00864),,options dialog tooltip,,,,,,將光源調暗以提升效能,,OK,,
1000082,194283,Ground Details,CommonLua/Core/EngineOptions.lua(00867),,,,,,,,地面細節,,OK,,
1000083,194959,Ground details affect certain terrain particles and objects,CommonLua/Core/EngineOptions.lua(00867),,options dialog tooltip,,,,,,地面細節會影響某些地面粒子和物體效果,,OK,,
1000084,194283,Framerate Counter,CommonLua/Core/EngineOptions.lua(00870),,,,,,,,更新率計數器,,OK,,
1000085,194959,Set the framerate counter,CommonLua/Core/EngineOptions.lua(00870),,options dialog tooltip,,,,,,設置更新率計數器,,OK,,
1000086,194283,Misc,CommonLua/Core/EngineOptions.lua(00876),,,,,,,,雜項,,OK,,
1000087,194283,Pan Up,CommonLua/Core/EngineOptions.lua(00876),,,,,,,,上移,,OK,,
1000088,194283,Misc,CommonLua/Core/EngineOptions.lua(00877),,,,,,,,雜項,,OK,,
1000089,194283,Pan Down,CommonLua/Core/EngineOptions.lua(00877),,,,,,,,下移,,OK,,
1000090,194283,Misc,CommonLua/Core/EngineOptions.lua(00878),,,,,,,,雜項,,OK,,
1000091,194283,Pan Left,CommonLua/Core/EngineOptions.lua(00878),,,,,,,,左移,,OK,,
1000092,194283,Misc,CommonLua/Core/EngineOptions.lua(00879),,,,,,,,雜項,,OK,,
1000093,194283,Pan Right,CommonLua/Core/EngineOptions.lua(00879),,,,,,,,右移,,OK,,
1000094,194283,Auto,CommonLua/Core/GameOptionsData.lua(00003),,options preset,,,,,,自動,,OK,,
1000095,194283,Very Low,CommonLua/Core/GameOptionsData.lua(00004),,options preset,,,,,,極低,,OK,,
1000096,194283,Low,CommonLua/Core/GameOptionsData.lua(00005),,options preset,,,,,,低,,OK,,
1000097,194283,Medium,CommonLua/Core/GameOptionsData.lua(00006),,options preset,,,,,,中等,,OK,,
1000098,194283,High,CommonLua/Core/GameOptionsData.lua(00007),,options preset,,,,,,高,,OK,,
1000099,194283,Ultra,CommonLua/Core/GameOptionsData.lua(00008),,options preset,,,,,,極高,,OK,,
1000100,194283,Custom,CommonLua/Core/GameOptionsData.lua(00009),,options preset,,,,,,自訂,,OK,,
1000101,194283,Off,CommonLua/Core/GameOptionsData.lua(00014),,options anisotropy,,,,,,關閉,,OK,,
1000102,194283,Low,CommonLua/Core/GameOptionsData.lua(00015),,options anisotropy,,,,,,低,,OK,,
1000103,194283,High,CommonLua/Core/GameOptionsData.lua(00016),,options anisotropy,,,,,,高,,OK,,
1000104,194283,Off,CommonLua/Core/GameOptionsData.lua(00021),,options antialiasing,,,,,,關閉,,OK,,
1000105,194283,FXAA,CommonLua/Core/GameOptionsData.lua(00022),,options antialiasing,,,,,,FXAA,,OK,,
1000106,194283,MSAA 2x,CommonLua/Core/GameOptionsData.lua(00027),,options antialiasing,,,,,,MSAA 2x,,OK,,
1000107,194283,MSAA 4x,CommonLua/Core/GameOptionsData.lua(00028),,options antialiasing,,,,,,MSAA 4x,,OK,,
1000108,194283,MSAA 8x,CommonLua/Core/GameOptionsData.lua(00029),,options antialiasing,,,,,,MSAA 8x,,OK,,
1000109,194283,High,CommonLua/Core/GameOptionsData.lua(00036),,options shading,,,,,,高,,OK,,
1000110,194283,Off,CommonLua/Core/GameOptionsData.lua(00040),,options vsync,,,,,,關閉,,OK,,
1000111,194283,On,CommonLua/Core/GameOptionsData.lua(00041),,options vsync,,,,,,開啟,,OK,,
1000112,194283,Low,CommonLua/Core/GameOptionsData.lua(00046),,options viewDistance,,,,,,低,,OK,,
1000113,194283,Medium,CommonLua/Core/GameOptionsData.lua(00047),,options viewDistance,,,,,,中等,,OK,,
1000114,194283,High,CommonLua/Core/GameOptionsData.lua(00048),,options viewDistance,,,,,,高,,OK,,
1000115,194283,Ultra,CommonLua/Core/GameOptionsData.lua(00049),,options viewDistance,,,,,,極高,,OK,,
1000116,194283,Off,CommonLua/Core/GameOptionsData.lua(00054),,options Shadows Detail,,,,,,關閉,,OK,,
1000117,194283,Low,CommonLua/Core/GameOptionsData.lua(00055),,options Shadows Detail,,,,,,低,,OK,,
1000118,194283,High,CommonLua/Core/GameOptionsData.lua(00056),,options Shadows Detail,,,,,,高,,OK,,
1000119,194283,Ultra,CommonLua/Core/GameOptionsData.lua(00057),,options Shadows Detail,,,,,,極高,,OK,,
1000120,194283,Off,CommonLua/Core/GameOptionsData.lua(00062),,options Grass,,,,,,關閉,,OK,,
1000121,194283,Low,CommonLua/Core/GameOptionsData.lua(00063),,options Grass,,,,,,低,,OK,,
1000122,194283,High,CommonLua/Core/GameOptionsData.lua(00064),,options Grass,,,,,,高,,OK,,
1000123,194283,Low,CommonLua/Core/GameOptionsData.lua(00069),,options Water,,,,,,低,,OK,,
1000124,194283,High,CommonLua/Core/GameOptionsData.lua(00070),,options Water,,,,,,高,,OK,,
1000125,194283,Off,CommonLua/Core/GameOptionsData.lua(00075),,options postprocessing,,,,,,關閉,,OK,,
1000126,194283,Low,CommonLua/Core/GameOptionsData.lua(00076),,options postprocessing,,,,,,低,,OK,,
1000127,194283,High,CommonLua/Core/GameOptionsData.lua(00077),,options postprocessing,,,,,,高,,OK,,
1000128,194283,Ultra,CommonLua/Core/GameOptionsData.lua(00078),,options postprocessing,,,,,,極高,,OK,,
1000482,194913,Off,CommonLua/Core/GameOptionsData.lua(00082),,options vignette,,,,,,關閉,,OK,,
1000483,194913,On,CommonLua/Core/GameOptionsData.lua(00083),,options vignette,,,,,,開啟,,OK,,
1000486,195030,Off,CommonLua/Core/GameOptionsData.lua(00087),,options bloom,,,,,,關閉,,OK,,
1000487,195030,On,CommonLua/Core/GameOptionsData.lua(00088),,options bloom,,,,,,開啟,,OK,,
1000132,194283,Low,CommonLua/Core/GameOptionsData.lua(00107),,options textures,,,,,,低,,OK,,
1000133,194283,Medium,CommonLua/Core/GameOptionsData.lua(00108),,options textures,,,,,,中等,,OK,,
1000134,194283,High,CommonLua/Core/GameOptionsData.lua(00109),,options textures,,,,,,高,,OK,,
1000135,194283,Low,CommonLua/Core/GameOptionsData.lua(00114),,options terrain,,,,,,低,,OK,,
1000136,194283,Medium,CommonLua/Core/GameOptionsData.lua(00115),,options terrain,,,,,,中等,,OK,,
1000137,194283,High,CommonLua/Core/GameOptionsData.lua(00116),,options terrain,,,,,,高,,OK,,
1000138,194283,Off,CommonLua/Core/GameOptionsData.lua(00121),,options clouds,,,,,,關閉,,OK,,
1000139,194283,On,CommonLua/Core/GameOptionsData.lua(00122),,options clouds,,,,,,開啟,,OK,,
1000140,194283,Off,CommonLua/Core/GameOptionsData.lua(00127),,options clouds shadow,,,,,,關閉,,OK,,
1000141,194283,On,CommonLua/Core/GameOptionsData.lua(00128),,options clouds shadow,,,,,,開啟,,OK,,
1000142,194283,Very Low,CommonLua/Core/GameOptionsData.lua(00133),,options fx,,,,,,極低,,OK,,
1000143,194283,Low,CommonLua/Core/GameOptionsData.lua(00134),,options fx,,,,,,低,,OK,,
1000144,194283,Medium,CommonLua/Core/GameOptionsData.lua(00135),,options fx,,,,,,中等,,OK,,
1000145,194283,High,CommonLua/Core/GameOptionsData.lua(00136),,options fx,,,,,,高,,OK,,
1000146,194283,Low,CommonLua/Core/GameOptionsData.lua(00141),,options fx,,,,,,低,,OK,,
1000147,194283,High,CommonLua/Core/GameOptionsData.lua(00142),,options fx,,,,,,高,,OK,,
1000148,194283,Low,CommonLua/Core/GameOptionsData.lua(00147),,options fx,,,,,,低,,OK,,
1000149,194283,Medium,CommonLua/Core/GameOptionsData.lua(00148),,options fx,,,,,,中等,,OK,,
1000150,194283,High,CommonLua/Core/GameOptionsData.lua(00149),,options fx,,,,,,高,,OK,,
1000151,194283,Off,CommonLua/Core/GameOptionsData.lua(00154),,options fps counter,,,,,,關閉,,OK,,
1000152,194283,fps,CommonLua/Core/GameOptionsData.lua(00155),,options fps counter,,,,,,fps,,OK,,
1000153,194283,ms,CommonLua/Core/GameOptionsData.lua(00156),,options fps counter,,,,,,ms,,OK,,
1000002,194283,Error,CommonLua/Core/autorun.lua(00166),,,,,,,,錯誤,,OK,,
1000003,194283,You need DirectX 11 and a DirectX 11-capable graphics card to run this game.,CommonLua/Core/autorun.lua(00168),,,,,,,,你需要安裝DX11及支援DX11的顯示卡以運行本遊戲。,,OK,,
1000004,194283,You need an OpenGL 3.2-capable graphics card to run this game.,CommonLua/Core/autorun.lua(00170),,,,,,,,你需要支援OpenGL 3.2的顯示卡以運行本遊戲。,,OK,,
1000005,194283,Failed to initialize graphics subsystem.,CommonLua/Core/autorun.lua(00172),,,,,,,,無法初始化繪圖子系統。,,OK,,
1000154,194283,<arg1>:<arg2>:<arg3>,CommonLua/Core/lib.lua(02246),,Hours:Minutes:Seconds,,,,,,<arg1>：<arg2>：<arg3>,,OK,,
1000155,194283,<arg1>:<arg2>,CommonLua/Core/lib.lua(02248),,Minutes:Seconds,,,,,,<arg1>：<arg2>,,OK,,
1000156,194283,",",CommonLua/Core/localization.lua(00413),,thousands separator,,,,,,，,,OK,,
1000157,194283,Critical Error,CommonLua/Core/locutils.lua(00002),,,,,,,,嚴重錯誤,,OK,,
1000158,194283,Unspecified error occurred (code %s1). The game will now close.,CommonLua/Core/locutils.lua(00003),,,,,,,,發生了一個未知錯誤（code %s1）。遊戲即將關閉。,,OK,,
1000159,194283,You need a supported DX11-compatible video card with a recent driver to play this game.,CommonLua/Core/locutils.lua(00004),,,,,,,,你需要支援DX11的顯示卡及最新的驅動程式以運行本遊戲。,,OK,,
1000160,194283,Failed to initialize video mode.,CommonLua/Core/locutils.lua(00005),,,,,,,,無法初始化顯示模式。,,OK,,
1000161,194283,A storage device containing downloadable content is no longer available. The title will be restarted.,CommonLua/Dlc.lua(00421),,,,,,,,含有附加下載內容的儲存裝置已被移除。遊戲將重新啟動。,,OK,,
1000162,194283,Checking for downloadable content... Please wait.,CommonLua/Dlc.lua(00464),,,,,,,,正在檢查附加下載內容……請稍候。,,OK,,
1000163,194283,A downloadable content file appears to be damaged and cannot be loaded. Please delete it from the Memory section of the Dashboard and download it again.,CommonLua/Dlc.lua(00502),,error_message,,,,,,附加下載內容的檔案已損毀無法載入。請從操作面板的記憶體頁將其刪除並重新下載。,,OK,,
1000164,194283,New,CommonLua/Editor/ComponentObjectEditor.lua(00025),,,,,,,,新建,,OK,,
1000165,194283,Rename,CommonLua/Editor/ComponentObjectEditor.lua(00026),,,,,,,,重新命名,,OK,,
1000166,194283,Save,CommonLua/Editor/ComponentObjectEditor.lua(00027),,,,,,,,儲存,,OK,,
1000167,194283,Filter <component_type>,CommonLua/Editor/ComponentObjectEditor.lua(00064),,,,,,,,過濾條件<component_type>,,OK,,
1000168,194283,Delete,CommonLua/Editor/ComponentObjectEditor.lua(00087),,,,,,,,刪除,,OK,,
1000169,194283,Default,CommonLua/Editor/ComponentObjectEditor.lua(00102),,,,,,,,預設,,OK,,
1000170,194283,Component Object Editor,CommonLua/Editor/ComponentObjectEditor.lua(00104),,,,,,,,元件編輯器,,OK,,
1000171,194283,{CollectiveName},CommonLua/Editor/ComponentObjectEditor.lua(00106),,,,,,,,{CollectiveName},,OK,,
1000172,194283,Components,CommonLua/Editor/ComponentObjectEditor.lua(00125),,,,,,,,元件,,OK,,
1000173,194283,Component Properties,CommonLua/Editor/ComponentObjectEditor.lua(00132),,,,,,,,元件屬性,,OK,,
1000174,194283,Only a single component of that type may be present.,CommonLua/Editor/ComponentObjectEditor.lua(00180),,,,,,,,此種元件只能存在一個。,,OK,,
1000175,194283,Error,CommonLua/Editor/ComponentObjectEditor.lua(00180),,,,,,,,錯誤,,OK,,
1000176,194283,Enter object name,CommonLua/Editor/ComponentObjectEditor.lua(00238),,,,,,,,輸入物件名稱,,OK,,
1000177,194283,Enter object name,CommonLua/Editor/ComponentObjectEditor.lua(00251),,,,,,,,輸入物件名稱,,OK,,
1000178,194283,Actions,CommonLua/Editor/luaPropertyEditor.lua(00604),,,,,,,,動作,,OK,,
1000179,194283,&Views,CommonLua/Editor/luaPropertyEditor.lua(00943),,External editor menu,,,,,,檢視(&V),,OK,,
1000180,194283,&Actions,CommonLua/Editor/luaPropertyEditor.lua(00944),,External editor menu,,,,,,動作(&A),,OK,,
1000181,194283,&Edit,CommonLua/Editor/luaPropertyEditor.lua(00945),,External editor menu,,,,,,編輯(&E),,OK,,
1000182,194283,&Cut,CommonLua/Editor/luaPropertyEditor.lua(00946),,External editor menu,,,,,,剪下(&C),,OK,,
1000183,194283,&Copy,CommonLua/Editor/luaPropertyEditor.lua(00947),,External editor menu,,,,,,複製(&C),,OK,,
1000184,194283,&Paste,CommonLua/Editor/luaPropertyEditor.lua(00948),,External editor menu,,,,,,貼上(&P),,OK,,
1000185,194283,&Duplicate,CommonLua/Editor/luaPropertyEditor.lua(00949),,External editor menu,,,,,,再製(&D),,OK,,
1000186,194283,&Reload,CommonLua/Editor/luaPropertyEditor.lua(00951),,External editor menu,,,,,,重新載入(&R),,OK,,
1000187,194283,Refresh,CommonLua/Editor/luaPropertyEditor.lua(00952),,External editor menu,,,,,,刷新,,OK,,
1000188,194283,Undo,CommonLua/Editor/luaPropertyEditor.lua(00954),,External editor menu,,,,,,復原,,OK,,
1000189,194283,Redo,CommonLua/Editor/luaPropertyEditor.lua(00955),,External editor menu,,,,,,重作,,OK,,
1000190,194283,&Navigate,CommonLua/Editor/luaPropertyEditor.lua(00956),,External editor menu,,,,,,瀏覽(&N),,OK,,
1000191,194283,Edit in &New Window,CommonLua/Editor/luaPropertyEditor.lua(00957),,External editor menu,,,,,,在新視窗中編輯(&N),,OK,,
1000192,194283,&Home,CommonLua/Editor/luaPropertyEditor.lua(00958),,External editor menu,,,,,,主頁(&H),,OK,,
1000193,194283,&Back,CommonLua/Editor/luaPropertyEditor.lua(00959),,External editor menu,,,,,,後退(&B),,OK,,
1000194,194283,&Forward,CommonLua/Editor/luaPropertyEditor.lua(00960),,External editor menu,,,,,,前進(&F),,OK,,
1000195,194283,Exit Application,CommonLua/Editor/luaPropertyEditor.lua(00961),,External editor menu,,,,,,離開應用程式,,OK,,
1000196,194283,Misc,CommonLua/Editor/luaPropertyEditor.lua(00963),,External editor default category,,,,,,雜項,,OK,,
1000197,194283,Home,CommonLua/Editor/luaPropertyEditor.lua(00965),,External editor toolip,,,,,,主頁,,OK,,
1000198,194283,Previous,CommonLua/Editor/luaPropertyEditor.lua(00966),,External editor toolip,,,,,,上一頁,,OK,,
1000199,194283,Next,CommonLua/Editor/luaPropertyEditor.lua(00967),,External editor toolip,,,,,,下一頁,,OK,,
1000200,194283,Copy,CommonLua/Editor/luaPropertyEditor.lua(00968),,External editor toolip,,,,,,複製,,OK,,
1000201,194283,Cut,CommonLua/Editor/luaPropertyEditor.lua(00969),,External editor toolip,,,,,,剪下,,OK,,
1000202,194283,Paste,CommonLua/Editor/luaPropertyEditor.lua(00970),,External editor toolip,,,,,,貼上,,OK,,
1000203,194283,Duplicate,CommonLua/Editor/luaPropertyEditor.lua(00971),,External editor toolip,,,,,,再製,,OK,,
1000212,194283,New Update Available,CommonLua/Network/ContentUpdate.lua(00016),,,,,,,,有新的更新,,OK,,
1000213,194283,Download & Install,CommonLua/Network/ContentUpdate.lua(00018),,,,,,,,下載並安裝,,OK,,
1000214,194283,Cancel,CommonLua/Network/ContentUpdate.lua(00019),,,,,,,,取消,,OK,,
1000215,194283,Download error,CommonLua/Network/ContentUpdate.lua(00028),,,,,,,,下載錯誤,,OK,,
1000216,194283,"Download failed, please try again later.",CommonLua/Network/ContentUpdate.lua(00028),,,,,,,,下載失敗，請稍候再試。,,OK,,
1000217,194283,Connected to <host>:<port>,CommonLua/Network/NetStatusText.lua(00053),,,,,,,,已連線到<host>：<port>,,OK,,
1000218,194283, game <game>,CommonLua/Network/NetStatusText.lua(00056),,,,,,,,遊戲<game>,,OK,,
1000219,194283,<newline>sent <events_sent_ps> received <events_received_ps>,CommonLua/Network/NetStatusText.lua(00058),,,,,,,,<newline>發送<events_sent_ps>接收<events_received_ps>,,OK,,
1000220,194283,<newline>Advance limit <advance>(<more>),CommonLua/Network/NetStatusText.lua(00060),,,,,,,,<newline>提高上限<advance>（<more>）,,OK,,
1000479,194585,Idle,CommonLua/Orbis/orbis.lua(00106),,,,,,,,閒置,,OK,,
1000221,194283,Damaged savegame,CommonLua/Savegame.lua(00320),,,,,,,,損毀的存檔,,OK,,
1000222,194283,<arg1> R,CommonLua/UI/Controls/uiColor.lua(00449),,Color Control Red,,,,,,<arg1>R,,OK,,
1000223,194283,<arg1> G,CommonLua/UI/Controls/uiColor.lua(00450),,Color Control Green,,,,,,<arg1>G,,OK,,
1000224,194283,<arg1> B,CommonLua/UI/Controls/uiColor.lua(00451),,Color Control Blue,,,,,,<arg1>B,,OK,,
1000225,194283,On,CommonLua/UI/Controls/uiGamepadSelectValue.lua(00006),,,,,,,,開啟,,OK,,
1000226,194283,Off,CommonLua/UI/Controls/uiGamepadSelectValue.lua(00007),,,,,,,,關閉,,OK,,
1000227,194283,(press any key),CommonLua/UI/Controls/uiHotkey.lua(00088),,,,,,,,（按任意鍵）,,OK,,
1000228,194283,None,CommonLua/UI/Controls/uiHotkey.lua(00088),,,,,,,,無,,OK,,
